time,h4,m15,entry,sl,tp1,tp2,macro,liquidity,ai,result
2026-05-26T15:59:12.035169,Bearish Lean,Long Watch,"4,524.90","4,551.27","4,507.32","4,489.74",Gold Supportive,"Buy-side liquidity 4,572.40 BSL",NEUTRAL,
